"자치구 기준일","종로구 전체","종로구 추가","중구 전체","중구 추가","용산구 전체","용산구 추가","성동구 전체","성동구 추가","광진구 전체","광진구 추가","동대문구 전체","동대문구 추가","중랑구 전체","중랑구 추가","성북구 전체","성북구 추가","강북구 전체","강북구 추가","도봉구 전체","도봉구 추가","노원구 전체","노원구 추가","은평구 전체","은평구 추가","서대문구 전체","서대문구 추가","마포구 전체","마포구 추가","양천구 전체","양천구 추가","강서구 전체","강서구 추가","구로구 전체","구로구 추가","금천구 전체","금천구 추가","영등포구 전체","영등포구 추가","동작구 전체","동작구 추가","관악구 전체","관악구 추가","서초구 전체","서초구 추가","강남구 전체","강남구 추가","송파구 전체","송파구 추가","강동구 전체","강동구 추가","기타 전체","기타 추가"
"2021.02.10.00","538","3","379","9","593","14","622","3","622","6","924","4","1085","11","1087","6","674","3","800","6","1089","4","1025","12","698","4","886","5","981","6","1588","6","841","6","421","3","921","9","1052","2","1228","5","1002","6","1205","6","1418","5","805","10","3063","21"
"2021.02.09.00","535","5","370","0","579","5","619","2","616","2","920","5","1074","2","1081","3","671","7","794","6","1085","5","1013","2","694","3","881","2","975","3","1582","2","835","2","418","1","912","3","1050","6","1223","4","996","4","1199","3","1413","1","795","1","3042","12"
"2021.02.08.00","530","4","370","1","574","7","617","3","614","3","915","3","1072","7","1078","4","664","4","788","6","1080","5","1011","4","691","2","879","7","972","3","1580","1","833","4","417","4","909","4","1044","4","1219","4","992","4","1196","4","1412","6","794","2","3030","11"
"2021.02.07.00","526","2","369","1","567","8","614","4","611","5","912","3","1065","2","1074","10","660","2","782","12","1075","12","1007","10","689","7","872","2","969","4","1579","3","829","3","413","3","905","4","1040","6","1215","7","988","1","1192","2","1406","8","792","4","3019","18"
"2021.02.06.00","524","1","368","2","559","8","610","5","606","3","909","2","1063","9","1064","13","658","6","770","4","1063","9","997","5","682","5","870","4","965","5","1576","7","826","3","410","1","901","3","1034","4","1208","6","987","4","1190","7","1398","7","788","4","3001","18"
"2021.02.05.00","523","1","366","3","551","9","605","5","603","5","907","4","1054","17","1051","7","652","6","766","4","1054","8","992","4","677","6","866","1","960","1","1569","4","823","2","409","3","898","2","1030","4","1202","4","983","4","1183","1","1391","1","784","1","2983","18"
"2021.02.04.00","522","2","363","4","542","6","600","3","598","6","903","6","1037","19","1044","9","646","9","762","6","1046","8","988","2","671","4","865","5","959","9","1565","4","821","7","406","3","896","4","1026","5","1198","3","979","6","1182","6","1390","12","783","6","2965","16"
"2021.02.03.00","520","2","359","3","536","4","597","8","592","5","897","15","1018","9","1035","7","637","11","756","6","1038","5","986","8","667","4","860","4","950","1","1561","3","814","5","403","3","892","9","1021","8","1195","11","973","3","1176","8","1378","13","777","10","2949","25"
"2021.02.02.00","518","3","356","0","532","6","589","3","587","6","882","14","1009","5","1028","7","626","7","750","3","1033","4","978","1","663","6","856","7","949","0","1558","4","809","4","400","2","883","4","1013","3","1184","5","970","2","1168","6","1365","4","767","6","2924","14"
"2021.02.01.00","515","0","356","1","526","4","586","2","581","1","868","21","1004","3","1021","5","619","2","747","1","1029","8","977","0","657","0","849","3","949","2","1554","4","805","2","398","4","879","5","1010","2","1179","4","968","6","1162","7","1361","4","761","2","2910","16"
"2021.01.31.00","515","1","355","1","522","5","584","2","580","0","847","5","1001","5","1016","6","617","1","746","7","1021","5","977","2","657","3","846","1","947","1","1550","3","803","5","394","0","874","4","1008","10","1175","4","962","3","1155","7","1357","5","759","7","2894","7"
"2021.01.30.00","514","1","354","3","517","4","582","13","580","2","842","6","996","9","1010","15","616","2","739","4","1016","10","975","5","654","1","845","1","946","4","1547","4","798","4","394","1","870","2","998","2","1171","9","959","2","1148","9","1352","4","752","7","2887","28"
"2021.01.29.00","513","1","351","6","513","3","569","1","578","2","836","4","987","3","995","2","614","1","735","3","1006","4","970","2","653","4","844","3","942","5","1543","3","794","4","393","4","868","6","996","4","1162","7","957","2","1139","10","1348","11","745","2","2859","16"
"2021.01.28.00","512","2","345","3","510","3","568","2","576","6","832","4","984","3","993","2","613","1","732","7","1002","2","968","8","649","1","841","4","937","2","1540","4","790","6","389","3","862","4","992","0","1155","7","955","4","1129","0","1337","4","743","4","2843","18"
"2021.01.27.00","510","2","342","5","507","5","566","7","570","3","828","9","981","5","991","6","612","7","725","4","1000","8","960","4","648","4","837","3","935","3","1536","5","784","11","386","1","858","2","992","2","1148","6","951","4","1129","5","1333","6","739","2","2825","11"
"2021.01.26.00","508","6","337","4","502","2","559","0","567","1","819","9","976","2","985","6","605","4","721","8","992","11","956","3","644","0","834","2","932","2","1531","3","773","3","385","0","856","4","990","5","1142","5","947","5","1124","4","1327","2","737","5","2814","5"
"2021.01.25.00","502","4","333","5","500","2","559","1","566","3","810","7","974","2","979","9","601","5","713","0","981","4","953","5","644","2","832","4","930","1","1528","8","770","2","385","0","852","4","985","4","1137","10","942","4","1120","2","1325","1","732","7","2809","5"
"2021.01.24.00","498","5","328","4","498","3","558","0","563","1","803","11","972","7","970","2","596","2","713","11","977","10","948","3","642","5","828","6","929","2","1520","7","768","5","385","0","848","5","981","1","1127","4","938","5","1118","13","1324","5","725","1","2804","14"
"2021.01.23.00","493","1","324","3","495","2","558","7","562","4","792","3","965","11","968","3","594","3","702","2","967","3","945","5","637","4","822","7","927","7","1513","11","763","1","385","1","843","4","980","7","1123","5","933","4","1105","8","1319","9","724","7","2790","6"
"2021.01.22.00","492","2","321","3","493","0","551","3","558","1","789","0","954","8","965","3","591","2","700","3","964","8","940","4","633","2","815","4","920","7","1502","4","762","2","384","2","839","6","973","7","1118","2","929","8","1097","11","1310","7","717","4","2784","9"
"2021.01.21.00","490","3","318","1","493","4","548","10","557","3","789","4","946","4","962","1","589","1","697","3","956","12","936","5","631","4","811","6","913","15","1498","4","760","6","382","1","833","3","966","4","1116","1","921","3","1086","8","1303","3","713","3","2775","11"
"2021.01.20.00","487","3","317","1","489","3","538","5","554","3","785","4","942","13","961","7","588","2","694","11","944","6","931","2","627","3","805","6","898","11","1494","8","754","4","381","0","830","6","962","2","1115","5","918","6","1078","8","1300","4","710","4","2764","18"
"2021.01.19.00","484","1","316","4","486","4","533","1","551","2","781","6","929","5","954","4","586","4","683","4","938","1","929","2","624","4","799","2","887","9","1486","4","750","9","381","1","824","1","960","4","1110","2","912","1","1070","7","1296","10","706","3","2746","7"
"2021.01.18.00","483","3","312","2","482","4","532","12","549","3","775","11","924","2","950","5","582","7","679","3","937","5","927","3","620","7","797","6","878","6","1482","3","741","2","380","5","823","5","956","5","1108","2","911","7","1063","5","1286","6","703","4","2739","6"
"2021.01.17.00","480","4","310","2","478","2","520","5","546","3","764","13","922","5","945","7","575","2","676","1","932","8","924","11","613","5","791","1","872","11","1479","9","739","10","375","5","818","2","951","5","1106","7","904","4","1058","7","1280","5","699","1","2733","10"
"2021.01.16.00","476","1","308","1","476","7","515","9","543","4","751","7","917","7","938","12","573","4","675","4","924","6","913","7","608","1","790","4","861","4","1470","5","729","3","370","2","816","3","946","9","1099","4","900","5","1051","7","1275","11","698","7","2723","21"
"2021.01.15.00","475","2","307","1","469","5","506","2","539","6","744","9","910","7","926","1","569","3","671","6","918","4","906","6","607","3","786","8","857","2","1465","2","726","8","368","4","813","5","937","6","1095","4","895","1","1044","3","1264","5","691","10","2702","7"
"2021.01.14.00","473","4","306","6","464","7","504","0","533","3","735","9","903","5","925","7","566","8","665","3","914","2","900","4","604","4","778","12","855","2","1463","7","718","3","364","2","808","6","931","4","1091","4","894","5","1041","6","1259","6","681","3","2695","16"
"2021.01.13.00","469","1","300","4","457","1","504","4","530","3","726","6","898","6","918","8","558","4","662","9","912","10","896","5","600","1","766","5","853","7","1456","14","715","1","362","2","802","4","927","7","1087","6","889","1","1035","9","1253","12","678","4","2679","14"
"2021.01.12.00","468","6","296","3","456","3","500","7","527","2","720","13","892","11","910","2","554","6","653","8","902","11","891","12","599","2","761","9","846","6","1442","3","714","8","360","0","798","1","920","7","1081","6","888","4","1026","9","1241","4","674","11","2665","13"
"2021.01.11.00","462","4","293","0","453","2","493","4","525","5","707","13","881","6","908","2","548","2","645","6","891","8","879","8","597","6","752","3","840","6","1439","3","706","3","360","2","797","4","913","10","1075","2","884","2","1017","7","1237","10","663","7","2652","15"
"2021.01.10.00","458","9","293","0","451","1","489","3","520","7","694","5","875","7","906","7","546","6","639","5","883","5","871","9","591","12","749","3","834","12","1436","3","703","8","358","1","793","9","903","7","1073","8","882","4","1010","9","1227","10","656","10","2637","26"
"2021.01.09.00","449","4","293","0","450","2","486","1","513","6","689","7","868","4","899","6","540","8","634","6","878","2","862","12","579","7","746","9","822","12","1433","7","695","4","357","1","784","15","896","8","1065","10","878","7","1001","10","1217","15","646","4","2611","20"
"2021.01.08.00","445","2","293","3","448","8","485","4","507","2","682","4","864","9","893","16","532","2","628","9","876","5","850","7","572","11","737","7","810","9","1426","9","691","9","356","4","769","10","888","4","1055","5","871","4","991","8","1202","16","642","9","2591","15"
"2021.01.07.00","443","5","290","3","440","2","481","4","505","16","678","5","855","10","877","17","530","14","619","7","871","8","843","16","561","14","730","6","801","12","1417","14","682","8","352","6","759","8","884","4","1050","5","867","7","983","13","1186","7","633","10","2576","77"
"2021.01.06.00","438","12","287","1","438","5","477","5","489","5","673","10","845","7","860","14","516","8","612","12","863","13","827","12","547","11","724","5","789","14","1403","21","674","19","346","3","751","8","880","9","1045","7","860","12","970","7","1179","21","623","1","2499","18"
"2021.01.05.00","426","4","286","1","433","4","472","4","484","6","663","13","838","11","846","7","508","16","600","4","850","6","815","7","536","6","719","5","775","9","1382","4","655","9","343","7","743","11","871","8","1038","6","848","2","963","10","1158","11","622","11","2481","12"
"2021.01.04.00","422","3","285","2","429","0","468","8","478","11","650","6","827","14","839","9","492","14","596","10","844","10","808","3","530","3","714","8","766","10","1378","14","646","9","336","5","732","14","863","10","1032","6","846","4","953","12","1147","8","611","7","2469","130"
"2021.01.03.00","419","5","283","0","429","4","460","0","467","4","644","5","813","3","830","8","478","18","586","5","834","11","805","5","527","4","706","5","756","23","1364","12","637","8","331","4","718","9","853","5","1026","4","842","9","941","3","1139","12","604","12","2339","12"
"2021.01.02.00","414","10","283","0","425","7","460","10","463","2","639","6","810","8","822","10","460","15","581","7","823","10","800","14","523","10","701","7","733","5","1352","13","629","5","327","1","709","15","848","37","1022","5","833","7","938","3","1127","8","592","10","2327","23"
"2021.01.01.00","404","11","283","2","418","2","450","7","461","6","633","7","802","20","812","7","445","12","574","11","813","8","786","10","513","8","694","7","728","13","1339","7","624","7","326","6","694","15","811","17","1017","13","826","6","935","5","1119","14","582","5","2304","137"
"2020.12.31.00","393","13","281","3","416","1","443","7","455","18","626","13","782","20","805","16","433","8","563","9","805","15","776","9","505","9","687","9","715","24","1332","12","617","15","320","11","679","10","794","16","1004","26","820","9","930","10","1105","16","577","7","2167","53"
"2020.12.30.00","380","4","278","5","415","9","436","8","437","11","613","11","762","28","789","20","425","14","554","8","790","17","767","17","496","9","678","7","691","18","1320","16","602","13","309","14","669","9","778","17","978","24","811","17","920","15","1089","20","570","6","2114","50"
"2020.12.29.00","376","10","273","5","406","2","428","2","426","6","602","6","734","33","769","14","411","11","546","7","773","17","750","10","487","5","671","9","673","14","1304","11","589","9","295","4","660","7","761","12","954","26","794","13","905","10","1069","16","564","3","2064","262"
"2020.12.28.00","366","7","268","6","404","6","426","13","420","7","596","11","701","28","755","10","400","11","539","8","756","15","740","17","482","4","662","10","659","18","1293","8","580","6","291","10","653","4","749","10","928","7","781","11","895","20","1053","15","561","15","1802","23"
"2020.12.27.00","359","13","262","7","398","5","413","9","413","5","585","10","673","13","745","12","389","8","531","11","741","8","723","9","478","2","652","14","641","17","1285","20","574","17","281","10","649","6","739","8","921","22","770","12","875","16","1038","26","546","4","1779","59"
"2020.12.26.00","346","7","255","2","393","8","404","6","408","5","575","16","660","22","733","12","381","7","520","21","733","16","714","31","476","8","638","14","624","35","1265","34","557","40","271","10","643","16","731","12","899","16","758","11","859","10","1012","24","542","11","1720","36"
"2020.12.25.00","339","10","253","4","385","13","398","2","403","14","559","6","638","8","721","13","374","6","499","6","717","8","683","19","468","5","624","20","589","15","1231","20","517","4","261","5","627","11","719","18","883","16","747","7","849","9","988","15","531","10","1684","304"
"2020.12.24.00","329","7","249","5","372","10","396","6","389","13","553","13","630","14","708","10","368","9","493","11","709","11","664","13","463","9","604","23","574","12","1211","35","513","17","256","5","616","13","701","14","867","17","740","6","840","8","973","27","521","5","1380","35"
"2020.12.23.00","322","14","244","6","362","6","390","10","376","18","540","10","616","15","698","15","359","8","482","2","698","18","651","24","454","9","581","31","562","23","1176","21","496","6","251","6","603","17","687","11","850","18","734","8","832","13","946","21","516","7","1345","39"
"2020.12.22.00","308","14","238","12","356","9","380","5","358","9","530","10","601","19","683","17","351","6","480","13","680","32","627","8","445","14","550","11","539","9","1155","19","490","17","245","8","586","11","676","8","832","15","726","11","819","12","925","7","509","4","1306","31"
"2020.12.21.00","294","30","226","8","347","7","375","9","349","5","520","13","582","18","666","12","345","8","467","7","648","9","619","12","431","12","539","11","530","12","1136","16","473","19","237","16","575","14","668","14","817","17","715","20","807","14","918","12","505","5","1275","13"
"2020.12.20.00","264","19","218","5","340","4","366","6","344","4","507","10","564","12","654","8","337","10","460","8","639","8","607","15","419","10","528","16","518","6","1120","29","454","19","221","2","561","17","654","7","800","12","695","5","793","18","906","5","500","9","1262","31"
"2020.12.19.00","245","33","213","8","336","7","360","6","340","14","497","20","552","22","646","13","327","3","452","9","631","10","592","19","409","6","512","10","512","9","1091","29","435","13","219","7","544","23","647","12","788","13","690","12","775","12","901","22","491","13","1231","33"
"2020.12.18.00","212","17","205","7","329","1","354","6","326","12","477","32","530","18","633","20","324","16","443","2","621","16","573","15","403","15","502","14","503","11","1062","28","422","22","212","5","521","27","635","3","775","16","678","15","763","14","879","29","478","17","1198","210"
"2020.12.17.00","195","10","198","9","328","10","348","21","314","7","445","14","512","14","613","9","308","17","441","7","605","8","558","5","388","11","488","32","492","18","1034","24","400","15","207","9","494","36","632","23","759","16","663","14","749","16","850","24","461","19","988","39"
"2020.12.16.00","185","9","189","11","318","4","327","15","307","12","431","15","498","12","604","16","291","14","434","12","597","12","553","21","377","10","456","19","474","15","1010","23","385","11","198","11","458","27","609","13","743","9","649","11","733","14","826","22","442","18","949","27"
"2020.12.15.00","176","2","178","7","314","2","312","5","295","8","416","7","486","4","588","8","277","12","422","7","585","7","532","14","367","10","437","8","459","6","987","31","374","9","187","4","431","7","596","18","734","16","638","5","719","18","804","13","424","9","922","12"
"2020.12.14.00","174","3","171","4","312","4","307","8","287","12","409","6","482","8","580","11","265","7","415","8","578","9","518","7","357","3","429","9","453","8","956","33","365","2","183","8","424","0","578","4","718","13","633","5","701","12","791","8","415","21","910","6"
"2020.12.13.00","171","7","167","2","308","10","299","14","275","9","403","14","474","21","569","17","258","4","407","13","569","3","511","15","354","14","420","16","445","17","923","44","363","8","175","10","424","12","574","19","705","21","628","13","689","14","783","28","394","17","904","30"
"2020.12.12.00","164","4","165","6","298","2","285","12","266","8","389","6","453","13","552","16","254","10","394","12","566","6","496","13","340","8","404","13","428","14","879","81","355","8","165","8","412","14","555","22","684","12","615","15","675","24","755","11","377","12","874","15"
"2020.12.11.00","160","2","159","4","296","8","273","9","258","6","383","9","440","16","536","7","244","3","382","3","560","5","483","11","332","7","391","8","414","16","798","29","347","9","157","3","398","12","533","19","672","15","600","11","651","15","744","8","365","12","859","13"
"2020.12.10.00","158","3","155","5","288","6","264","6","252","7","374","11","424","10","529","6","241","8","379","5","555","12","472","12","325","9","383","12","398","6","769","12","338","6","154","5","386","18","514","11","657","13","589","9","636","21","736","12","353","9","846","18"
"2020.12.09.00","155","3","150","7","282","5","258","1","245","6","363","12","414","19","523","5","233","5","374","8","543","7","460","15","316","10","371","9","392","14","757","24","332","12","149","1","368","6","503","13","644","19","580","9","615","16","724","10","344","12","828","11"
"2020.12.08.00","152","4","143","6","277","7","257","6","239","7","351","3","395","21","518","5","228","4","366","3","536","8","445","11","306","4","362","11","378","10","733","21","320","11","148","3","362","4","490","13","625","17","571","11","599","10","714","2","332","11","817","17"
"2020.12.07.00","148","4","137","5","270","8","251","0","232","12","348","7","374","14","513","4","224","9","363","6","528","9","434","13","302","8","351","8","368","9","712","11","309","6","145","4","358","5","477","17","608","13","560","14","589","13","712","16","321","5","800","18"
"2020.12.06.00","144","4","132","4","262","7","251","7","220","10","341","8","360","9","509","9","215","3","357","14","519","7","421","5","294","3","343","3","359","11","701","16","303","6","141","3","353","16","460","32","595","8","546","11","576","11","696","12","316","10","782","14"
"2020.12.05.00","140","5","128","9","255","8","244","7","210","5","333","4","351","8","500","11","212","3","343","3","512","7","416","22","291","3","340","15","348","9","685","23","297","4","138","5","337","6","428","8","587","9","535","14","565","12","684","11","306","8","768","16"
"2020.12.04.00","135","4","119","8","247","4","237","7","205","6","329","8","343","20","489","8","209","5","340","8","505","7","394","14","288","10","325","23","339","8","662","25","293","11","133","8","331","11","420","3","578","16","521","17","553","11","673","26","298","3","752","25"
"2020.12.03.00","131","3","111","0","243","8","230","8","199","8","321","9","323","21","481","13","204","2","332","3","498","8","380","10","278","9","302","5","331","9","637","18","282","2","125","0","320","9","417","14","562","10","504","13","542","13","647","23","295","8","727","35"
"2020.12.02.00","128","2","111","3","235","8","222","2","191","7","312","9","302","8","468","3","202","2","329","10","490","11","370","8","269","9","297","6","322","9","619","7","280","3","125","0","311","8","403","12","552","7","491","18","529","16","624","14","287","9","692","9"
"2020.12.01.00","126","0","108","1","227","3","220","2","184","5","303","1","294","3","465","7","200","4","319","7","479","7","362","3","260","3","291","6","313","10","612","15","277","5","125","2","303","14","391","4","545","7","473","11","513","12","610","7","278","5","683","10"
"2020.11.30.00","126","1","107","2","224","4","218","1","179","2","302","3","291","5","458","4","196","8","312","4","472","13","359","8","257","7","285","5","303","11","597","15","272","3","123","6","289","5","387","3","538","7","462","11","501","12","603","5","273","2","673","11"
"2020.11.29.00","125","1","105","3","220","2","217","2","177","5","299","5","286","8","454","7","188","2","308","5","459","13","351","4","250","8","280","7","292","10","582","14","269","7","117","2","284","4","384","9","531","3","451","8","489","6","598","6","271","5","662","10"
"2020.11.28.00","124","4","102","0","218","7","215","1","172","1","294","5","278","11","447","3","186","1","303","3","446","6","347","5","242","12","273","7","282","17","568","26","262","5","115","3","280","5","375","4","528","10","443","13","483","8","592","10","266","3","652","7"
"2020.11.27.00","120","2","102","2","211","6","214","6","171","1","289","5","267","11","444","4","185","1","300","3","440","11","342","2","230","1","266","1","265","14","542","56","257","7","112","4","275","5","371","9","518","8","430","12","475","5","582","10","263","2","645","15"
"2020.11.26.00","118","1","100","0","205","4","208","7","170","2","284","4","256","7","440","7","184","5","297","5","429","16","340","4","229","2","265","5","251","12","486","59","250","5","108","1","270","3","362","5","510","1","418","8","470","9","572","16","261","5","630","19"
"2020.11.25.00","117","1","100","7","201","7","201","2","168","4","280","1","249","5","433","6","179","4","292","2","413","5","336","4","227","7","260","10","239","6","427","9","245","0","107","1","267","3","357","7","509","4","410","20","461","14","556","6","256","4","611","3"
"2020.11.24.00","116","1","93","3","194","10","199","4","164","3","279","4","244","6","427","2","175","0","290","5","408","7","332","1","220","2","250","7","233","2","418","7","245","4","106","1","264","4","350","4","505","3","390","26","447","16","550","5","252","5","608","2"
"2020.11.23.00","115","3","90","0","184","2","195","1","161","2","275","0","238","5","425","3","175","1","285","1","401","2","331","9","218","6","243","14","231","3","411","4","241","4","105","0","260","3","346","8","502","2","364","15","431","4","545","9","247","4","606","7"
"2020.11.22.00","112","3","90","0","182","1","194","4","159","0","275","8","233","3","422","5","174","2","284","0","399","4","322","7","212","8","229","6","228","6","407","2","237","1","105","0","257","2","338","9","500","3","349","13","427","9","536","15","243","6","599","4"
"2020.11.21.00","109","2","90","1","181","4","190","3","159","3","267","7","230","1","417","4","172","1","284","4","395","4","315","4","204","12","223","6","222","6","405","5","236","5","105","1","255","9","329","19","497","4","336","16","418","12","521","9","237","4","595","10"
"2020.11.20.00","107","3","89","5","177","6","187","2","156","2","260","12","229","3","413","8","171","3","280","8","391","7","311","3","192","4","217","3","216","3","400","7","231","2","104","0","246","5","310","6","493","1","320","18","406","4","512","11","233","2","585","4"
"2020.11.19.00","104","1","84","1","171","1","185","5","154","1","248","2","226","0","405","7","168","1","272","11","384","9","308","4","188","5","214","4","213","1","393","3","229","1","104","1","241","7","304","7","492","1","302","9","402","6","501","8","231","6","581","7"
"2020.11.18.00","103","1","83","2","170","1","180","6","153","2","246","4","226","2","398","7","167","1","261","6","375","3","304","3","183","0","210","2","212","2","390","12","228","3","103","0","234","3","297","7","491","0","293","8","396","4","493","6","225","1","574","6"
"2020.11.17.00","102","2","81","1","169","0","174","3","151","1","242","4","224","1","391","5","166","1","255","7","372","4","301","2","183","5","208","6","210","4","378","4","225","6","103","1","231","2","290","2","491","1","285","10","392","0","487","10","224","3","568","13"
"2020.11.16.00","100","0","80","0","169","0","171","3","150","0","238","1","223","3","386","6","165","2","248","4","368","4","299","3","178","1","202","1","206","3","374","9","219","3","102","0","229","2","288","3","490","1","275","3","392","2","477","12","221","0","555","5"
"2020.11.15.00","100","2","80","3","169","1","168","1","150","0","237","2","220","3","380","6","163","0","244","1","364","11","296","2","177","6","201","2","203","1","365","9","216","4","102","0","227","0","285","2","489","0","272","4","390","2","465","12","221","5","550","6"
"2020.11.14.00","98","0","77","4","168","3","167","0","150","1","235","17","217","1","374","4","163","2","243","0","353","5","294","3","171","2","199","1","202","0","356","9","212","1","102","0","227","1","283","4","489","2","268","2","388","2","453","2","216","0","544","3"
"2020.11.13.00","98","0","73","1","165","1","167","2","149","1","218","11","216","4","370","2","161","0","243","3","348","6","291","4","169","1","198","3","202","1","347","7","211","1","102","2","226","1","279","1","487","2","266","4","386","3","451","4","216","1","541","8"
"2020.11.12.00","98","0","72","4","164","4","165","2","148","0","207","7","212","0","368","3","161","0","240","4","342","3","287","0","168","2","195","2","201","0","340","2","210","0","100","1","225","1","278","0","485","1","262","1","383","5","447","4","215","1","533","6"
"2020.11.11.00","98","0","68","1","160","2","163","0","148","1","200","1","212","1","365","1","161","0","236","0","339","1","287","1","166","1","193","2","201","1","338","5","210","0","99","0","224","0","278","0","484","0","261","4","378","1","443","4","214","1","527","16"
"2020.11.10.00","98","0","67","0","158","0","163","0","147","1","199","2","211","1","364","0","161","0","236","3","338","0","286","2","165","0","191","0","200","0","333","7","210","0","99","0","224","0","278","1","484","2","257","6","377","2","439","2","213","2","511","5"
"2020.11.09.00","98","0","67","0","158","7","163","5","146","0","197","2","210","0","364","0","161","0","233","1","338","0","284","2","165","3","191","1","200","2","326","4","210","0","99","0","224","1","277","3","482","0","251","5","375","1","437","4","211","1","506","3"
"2020.11.08.00","98","0","67","0","151","1","158","8","146","0","195","5","210","0","364","3","161","2","232","0","338","0","282","1","162","9","190","0","198","0","322","4","210","0","99","1","223","6","274","2","482","0","246","1","374","3","433","2","210","3","503","4"
"2020.11.07.00","98","0","67","2","150","0","150","6","146","2","190","2","210","0","361","3","159","0","232","1","338","0","281","2","153","3","190","1","198","0","318","3","210","0","98","0","217","0","272","1","482","3","245","3","371","3","431","0","207","0","499","2"
"2020.11.06.00","98","0","65","0","150","1","144","0","144","0","188","4","210","0","358","3","159","0","231","1","338","1","279","4","150","1","189","0","198","3","315","1","210","0","98","0","217","3","271","0","479","5","242","0","368","3","431","8","207","0","497","2"
"2020.11.05.00","98","0","65","0","149","1","144","1","144","3","184","2","210","1","355","1","159","0","230","0","337","0","275","3","149","5","189","0","195","1","314","2","210","0","98","0","214","2","271","3","474","1","242","4","365","2","423","9","207","1","495","7"
"2020.11.04.00","98","1","65","0","148","1","143","4","141","0","182","4","209","0","354","1","159","0","230","0","337","1","272","2","144","7","189","0","194","0","312","2","210","1","98","0","212","2","268","1","473","1","238","1","363","2","414","6","206","1","488","5"
"2020.11.03.00","97","2","65","0","147","1","139","1","141","0","178","0","209","0","353","0","159","0","230","0","336","0","270","0","137","0","189","0","194","1","310","0","209","4","98","0","210","2","267","2","472","1","237","1","361","2","408","3","205","0","483","2"
"2020.11.02.00","95","0","65","0","146","2","138","0","141","0","178","2","209","0","353","2","159","0","230","2","336","1","270","0","137","0","189","1","193","0","310","3","205","0","98","0","208","0","265","0","471","0","236","2","359","2","405","5","205","1","481","2"
"2020.11.01.00","95","0","65","0","144","1","138","1","141","1","176","0","209","0","351","0","159","0","228","0","335","1","270","3","137","0","188","1","193","0","307","1","205","2","98","0","208","1","265","2","471","2","234","5","357","14","400","9","204","0","479","1"
"2020.10.31.00","95","0","65","1","143","0","137","2","140","1","176","3","209","1","351","3","159","0","228","0","334","1","267","2","137","0","187","1","193","3","306","2","203","2","98","0","207","2","263","0","469","4","229","2","343","8","391","1","204","1","478","6"
"2020.10.30.00","95","0","64","0","143","0","135","2","139","2","173","0","208","0","348","0","159","3","228","3","333","1","265","0","137","0","186","3","190","2","304","3","201","0","98","0","205","0","263","2","465","3","227","4","335","11","390","8","203","1","472","2"
"2020.10.29.00","95","0","64","1","143","1","133","0","137","0","173","0","208","1","348","0","156","0","225","1","332","4","265","1","137","0","183","0","188","1","301","1","201","0","98","1","205","0","261","0","462","3","223","3","324","7","382","5","202","0","470","3"
"2020.10.28.00","95","1","63","0","142","0","133","2","137","1","173","0","207","1","348","1","156","0","224","1","328","0","264","1","137","0","183","0","187","0","300","0","201","0","97","0","205","0","261","0","459","4","220","2","317","8","377","4","202","1","467","4"
"2020.10.27.00","94","0","63","0","142","0","131","1","136","0","173","1","206","2","347","0","156","0","223","0","328","1","263","1","137","0","183","0","187","0","300","0","201","0","97","1","205","0","261","0","455","3","218","1","309","4","373","4","201","1","463","0"
"2020.10.26.00","94","0","63","0","142","0","130","0","136","0","172","0","204","1","347","0","156","0","223","0","327","1","262","1","137","0","183","0","187","0","300","1","201","1","96","0","205","1","261","1","452","0","217","2","305","1","369","3","200","0","463","1"
"2020.10.25.00","94","0","63","0","142","0","130","0","136","0","172","2","203","0","347","1","156","0","223","0","326","2","261","0","137","1","183","2","187","2","299","2","200","1","96","0","204","1","260","1","452","2","215","2","304","2","366","2","200","0","462","4"
"2020.10.24.00","94","0","63","0","142","2","130","0","136","0","170","0","203","1","346","1","156","0","223","0","324","0","261","0","136","0","181","1","185","0","297","1","199","3","96","0","203","4","259","2","450","0","213","1","302","3","364","1","200","0","458","1"
"2020.10.23.00","94","0","63","0","140","0","130","1","136","0","170","0","202","1","345","0","156","0","223","0","324","0","261","0","136","1","180","0","185","0","296","0","196","2","96","0","199","2","257","2","450","2","212","3","299","2","363","3","200","1","457","1"
"2020.10.22.00","94","0","63","0","140","0","129","0","136","0","170","0","201","0","345","0","156","0","223","1","324","0","261","1","135","0","180","0","185","1","296","0","194","1","96","0","197","0","255","0","448","7","209","0","297","4","360","0","199","1","456","1"
"2020.10.21.00","94","0","63","0","140","0","129","1","136","0","170","0","201","0","345","0","156","0","222","1","324","0","260","0","135","0","180","0","184","0","296","1","193","0","96","0","197","0","255","0","441","3","209","1","293","3","360","2","198","1","455","2"
"2020.10.20.00","94","0","63","0","140","1","128","0","136","0","170","0","201","2","345","1","156","0","221","0","324","0","260","0","135","0","180","0","184","1","295","0","193","0","96","0","197","0","255","1","438","0","208","1","290","2","358","0","197","0","453","3"
"2020.10.19.00","94","0","63","0","139","3","128","0","136","1","170","0","199","0","344","1","156","0","221","0","324","0","260","1","135","0","180","1","183","0","295","0","193","0","96","0","197","0","254","1","438","1","207","1","288","2","358","0","197","0","450","4"
